chr13	5774302	5787683	RNA45S-1
chr13	5777957	5779826	RNA18S-1
chr13	5780908	5781065	RNA5_8S-1
chr13	5782233	5787319	RNA28S-1
chr13	5821272	5834653	RNA45S-2
chr13	5824927	5826796	RNA18S-2
chr13	5827878	5828035	RNA5_8S-2
chr13	5829203	5834289	RNA28S-2
chr13	5868242	5881623	RNA45S-3
chr13	5871897	5873766	RNA18S-3
chr13	5874848	5875005	RNA5_8S-3
chr13	5876173	5881259	RNA28S-3
chr13	5915212	5928593	RNA45S-4
chr13	5918867	5920736	RNA18S-4
chr13	5921818	5921975	RNA5_8S-4
chr13	5923143	5928229	RNA28S-4
chr13	5962182	5975563	RNA45S-5
chr13	5965837	5967706	RNA18S-5
chr13	5968788	5968945	RNA5_8S-5
chr13	5970113	5975199	RNA28S-5
chr13	6009152	6022533	RNA45S-6
chr13	6012807	6014676	RNA18S-6
chr13	6015758	6015915	RNA5_8S-6
chr13	6017083	6022169	RNA28S-6
chr13	6056122	6069503	RNA45S-7
chr13	6059777	6061646	RNA18S-7
chr13	6062728	6062885	RNA5_8S-7
chr13	6064053	6069139	RNA28S-7
chr13	6103092	6116473	RNA45S-8
chr13	6106747	6108616	RNA18S-8
chr13	6109698	6109855	RNA5_8S-8
chr13	6111023	6116109	RNA28S-8
chr13	6150062	6163443	RNA45S-9
chr13	6153717	6155586	RNA18S-9
chr13	6156668	6156825	RNA5_8S-9
chr13	6157993	6163079	RNA28S-9
chr13	6197032	6210413	RNA45S-10
chr13	6200687	6202556	RNA18S-10
chr13	6203638	6203795	RNA5_8S-10
chr13	6204963	6210049	RNA28S-10
chr13	6244002	6257383	RNA45S-11
chr13	6247657	6249526	RNA18S-11
chr13	6250608	6250765	RNA5_8S-11
chr13	6251933	6257019	RNA28S-11
chr13	6290972	6304353	RNA45S-12
chr13	6294627	6296496	RNA18S-12
chr13	6297578	6297735	RNA5_8S-12
chr13	6298903	6303989	RNA28S-12
chr13	6337942	6351323	RNA45S-13
chr13	6341597	6343466	RNA18S-13
chr13	6344548	6344705	RNA5_8S-13
chr13	6345873	6350959	RNA28S-13
chr13	6384912	6398293	RNA45S-14
chr13	6388567	6390436	RNA18S-14
chr13	6391518	6391675	RNA5_8S-14
chr13	6392843	6397929	RNA28S-14
chr13	6431882	6445263	RNA45S-15
chr13	6435537	6437406	RNA18S-15
chr13	6438488	6438645	RNA5_8S-15
chr13	6439813	6444899	RNA28S-15
chr13	6478852	6492233	RNA45S-16
chr13	6482507	6484376	RNA18S-16
chr13	6485458	6485615	RNA5_8S-16
chr13	6486783	6491869	RNA28S-16
chr13	6525822	6539203	RNA45S-17
chr13	6529477	6531346	RNA18S-17
chr13	6532428	6532585	RNA5_8S-17
chr13	6533753	6538839	RNA28S-17
chr13	6572792	6586173	RNA45S-18
chr13	6576447	6578316	RNA18S-18
chr13	6579398	6579555	RNA5_8S-18
chr13	6580723	6585809	RNA28S-18
chr13	6619762	6633143	RNA45S-19
chr13	6623417	6625286	RNA18S-19
chr13	6626368	6626525	RNA5_8S-19
chr13	6627693	6632779	RNA28S-19
chr13	6666732	6680113	RNA45S-20
chr13	6670387	6672256	RNA18S-20
chr13	6673338	6673495	RNA5_8S-20
chr13	6674663	6679749	RNA28S-20
chr13	6713702	6727083	RNA45S-21
chr13	6717357	6719226	RNA18S-21
chr13	6720308	6720465	RNA5_8S-21
chr13	6721633	6726719	RNA28S-21
chr13	6760672	6774053	RNA45S-22
chr13	6764327	6766196	RNA18S-22
chr13	6767278	6767435	RNA5_8S-22
chr13	6768603	6773689	RNA28S-22
chr13	6807642	6821023	RNA45S-23
chr13	6811297	6813166	RNA18S-23
chr13	6814248	6814405	RNA5_8S-23
chr13	6815573	6820659	RNA28S-23
chr13	6854612	6867993	RNA45S-24
chr13	6858267	6860136	RNA18S-24
chr13	6861218	6861375	RNA5_8S-24
chr13	6862543	6867629	RNA28S-24
chr13	6901582	6914963	RNA45S-25
chr13	6905237	6907106	RNA18S-25
chr13	6908188	6908345	RNA5_8S-25
chr13	6909513	6914599	RNA28S-25
chr13	6948552	6961933	RNA45S-26
chr13	6952207	6954076	RNA18S-26
chr13	6955158	6955315	RNA5_8S-26
chr13	6956483	6961569	RNA28S-26
chr13	6995522	7008903	RNA45S-27
chr13	6999177	7001046	RNA18S-27
chr13	7002128	7002285	RNA5_8S-27
chr13	7003453	7008539	RNA28S-27
chr13	7042492	7055873	RNA45S-28
chr13	7046147	7048016	RNA18S-28
chr13	7049098	7049255	RNA5_8S-28
chr13	7050423	7055509	RNA28S-28
chr13	7089462	7102843	RNA45S-29
chr13	7093117	7094986	RNA18S-29
chr13	7096068	7096225	RNA5_8S-29
chr13	7097393	7102479	RNA28S-29
chr13	7136432	7149813	RNA45S-30
chr13	7140087	7141956	RNA18S-30
chr13	7143038	7143195	RNA5_8S-30
chr13	7144363	7149449	RNA28S-30
chr13	7183402	7196783	RNA45S-31
chr13	7187057	7188926	RNA18S-31
chr13	7190008	7190165	RNA5_8S-31
chr13	7191333	7196419	RNA28S-31
chr13	7230372	7243753	RNA45S-32
chr13	7234027	7235896	RNA18S-32
chr13	7236978	7237135	RNA5_8S-32
chr13	7238303	7243389	RNA28S-32
chr13	7277342	7290723	RNA45S-33
chr13	7280997	7282866	RNA18S-33
chr13	7283948	7284105	RNA5_8S-33
chr13	7285273	7290359	RNA28S-33
chr13	7324312	7337693	RNA45S-34
chr13	7327967	7329836	RNA18S-34
chr13	7330918	7331075	RNA5_8S-34
chr13	7332243	7337329	RNA28S-34
chr13	7371282	7384663	RNA45S-35
chr13	7374937	7376806	RNA18S-35
chr13	7377888	7378045	RNA5_8S-35
chr13	7379213	7384299	RNA28S-35
chr13	7418252	7431633	RNA45S-36
chr13	7421907	7423776	RNA18S-36
chr13	7424858	7425015	RNA5_8S-36
chr13	7426183	7431269	RNA28S-36
chr13	7465222	7478603	RNA45S-37
chr13	7468877	7470746	RNA18S-37
chr13	7471828	7471985	RNA5_8S-37
chr13	7473153	7478239	RNA28S-37
chr13	7512192	7525573	RNA45S-38
chr13	7515847	7517716	RNA18S-38
chr13	7518798	7518955	RNA5_8S-38
chr13	7520123	7525209	RNA28S-38
chr13	7559162	7572543	RNA45S-39
chr13	7562817	7564686	RNA18S-39
chr13	7565768	7565925	RNA5_8S-39
chr13	7567093	7572179	RNA28S-39
chr13	7606132	7619513	RNA45S-40
chr13	7609787	7611656	RNA18S-40
chr13	7612738	7612895	RNA5_8S-40
chr13	7614063	7619149	RNA28S-40
chr13	7653102	7666483	RNA45S-41
chr13	7656757	7658626	RNA18S-41
chr13	7659708	7659865	RNA5_8S-41
chr13	7661033	7666119	RNA28S-41
chr13	7700072	7713453	RNA45S-42
chr13	7703727	7705596	RNA18S-42
chr13	7706678	7706835	RNA5_8S-42
chr13	7708003	7713089	RNA28S-42
chr13	7747042	7760423	RNA45S-43
chr13	7750697	7752566	RNA18S-43
chr13	7753648	7753805	RNA5_8S-43
chr13	7754973	7760059	RNA28S-43
chr13	7794012	7807393	RNA45S-44
chr13	7797667	7799536	RNA18S-44
chr13	7800618	7800775	RNA5_8S-44
chr13	7801943	7807029	RNA28S-44
chr13	7840982	7854363	RNA45S-45
chr13	7844637	7846506	RNA18S-45
chr13	7847588	7847745	RNA5_8S-45
chr13	7848913	7853999	RNA28S-45
chr13	7887952	7901333	RNA45S-46
chr13	7891607	7893476	RNA18S-46
chr13	7894558	7894715	RNA5_8S-46
chr13	7895883	7900969	RNA28S-46
chr13	7934922	7948303	RNA45S-47
chr13	7938577	7940446	RNA18S-47
chr13	7941528	7941685	RNA5_8S-47
chr13	7942853	7947939	RNA28S-47
chr13	7981892	7995273	RNA45S-48
chr13	7985547	7987416	RNA18S-48
chr13	7988498	7988655	RNA5_8S-48
chr13	7989823	7994909	RNA28S-48
chr13	8028862	8042243	RNA45S-49
chr13	8032517	8034386	RNA18S-49
chr13	8035468	8035625	RNA5_8S-49
chr13	8036793	8041879	RNA28S-49
chr13	8075832	8089213	RNA45S-50
chr13	8079487	8081356	RNA18S-50
chr13	8082438	8082595	RNA5_8S-50
chr13	8083763	8088849	RNA28S-50
chr13	8122802	8136183	RNA45S-51
chr13	8126457	8128326	RNA18S-51
chr13	8129408	8129565	RNA5_8S-51
chr13	8130733	8135819	RNA28S-51
chr13	8169772	8183153	RNA45S-52
chr13	8173427	8175296	RNA18S-52
chr13	8176378	8176535	RNA5_8S-52
chr13	8177703	8182789	RNA28S-52
chr13	8216742	8230123	RNA45S-53
chr13	8220397	8222266	RNA18S-53
chr13	8223348	8223505	RNA5_8S-53
chr13	8224673	8229759	RNA28S-53
chr13	8263712	8277093	RNA45S-54
chr13	8267367	8269236	RNA18S-54
chr13	8270318	8270475	RNA5_8S-54
chr13	8271643	8276729	RNA28S-54
chr13	8310682	8324063	RNA45S-55
chr13	8314337	8316206	RNA18S-55
chr13	8317288	8317445	RNA5_8S-55
chr13	8318613	8323699	RNA28S-55
chr13	8357652	8371033	RNA45S-56
chr13	8361307	8363176	RNA18S-56
