chr13	5777957	5779826	RNA18S-1
chr13	5780908	5781065	RNA5_8S-1
chr13	5824927	5826796	RNA18S-2
chr13	5827878	5828035	RNA5_8S-2
chr13	5871897	5873766	RNA18S-3
chr13	5874848	5875005	RNA5_8S-3
chr13	5918867	5920736	RNA18S-4
chr13	5921818	5921975	RNA5_8S-4
chr13	5965837	5967706	RNA18S-5
chr13	5968788	5968945	RNA5_8S-5
chr13	6012807	6014676	RNA18S-6
chr13	6015758	6015915	RNA5_8S-6
chr13	6059777	6061646	RNA18S-7
chr13	6062728	6062885	RNA5_8S-7
chr13	6106747	6108616	RNA18S-8
chr13	6109698	6109855	RNA5_8S-8
chr13	6153717	6155586	RNA18S-9
chr13	6156668	6156825	RNA5_8S-9
chr13	6200687	6202556	RNA18S-10
chr13	6203638	6203795	RNA5_8S-10
chr13	6247657	6249526	RNA18S-11
chr13	6250608	6250765	RNA5_8S-11
chr13	6294627	6296496	RNA18S-12
chr13	6297578	6297735	RNA5_8S-12
chr13	6341597	6343466	RNA18S-13
chr13	6344548	6344705	RNA5_8S-13
chr13	6388567	6390436	RNA18S-14
chr13	6391518	6391675	RNA5_8S-14
chr13	6435537	6437406	RNA18S-15
chr13	6438488	6438645	RNA5_8S-15
chr13	6482507	6484376	RNA18S-16
chr13	6485458	6485615	RNA5_8S-16
chr13	6529477	6531346	RNA18S-17
chr13	6532428	6532585	RNA5_8S-17
chr13	6576447	6578316	RNA18S-18
chr13	6579398	6579555	RNA5_8S-18
chr13	6623417	6625286	RNA18S-19
chr13	6626368	6626525	RNA5_8S-19
chr13	6670387	6672256	RNA18S-20
chr13	6673338	6673495	RNA5_8S-20
chr13	6717357	6719226	RNA18S-21
chr13	6720308	6720465	RNA5_8S-21
chr13	6764327	6766196	RNA18S-22
chr13	6767278	6767435	RNA5_8S-22
chr13	6811297	6813166	RNA18S-23
chr13	6814248	6814405	RNA5_8S-23
chr13	6858267	6860136	RNA18S-24
chr13	6861218	6861375	RNA5_8S-24
chr13	6905237	6907106	RNA18S-25
chr13	6908188	6908345	RNA5_8S-25
chr13	6952207	6954076	RNA18S-26
chr13	6955158	6955315	RNA5_8S-26
chr13	6999177	7001046	RNA18S-27
chr13	7002128	7002285	RNA5_8S-27
chr13	7046147	7048016	RNA18S-28
chr13	7049098	7049255	RNA5_8S-28
chr13	7093117	7094986	RNA18S-29
chr13	7096068	7096225	RNA5_8S-29
chr13	7140087	7141956	RNA18S-30
chr13	7143038	7143195	RNA5_8S-30
chr13	7187057	7188926	RNA18S-31
chr13	7190008	7190165	RNA5_8S-31
chr13	7234027	7235896	RNA18S-32
chr13	7236978	7237135	RNA5_8S-32
chr13	7280997	7282866	RNA18S-33
chr13	7283948	7284105	RNA5_8S-33
chr13	7327967	7329836	RNA18S-34
chr13	7330918	7331075	RNA5_8S-34
chr13	7374937	7376806	RNA18S-35
chr13	7377888	7378045	RNA5_8S-35
chr13	7421907	7423776	RNA18S-36
chr13	7424858	7425015	RNA5_8S-36
chr13	7468877	7470746	RNA18S-37
chr13	7471828	7471985	RNA5_8S-37
chr13	7515847	7517716	RNA18S-38
chr13	7518798	7518955	RNA5_8S-38
chr13	7562817	7564686	RNA18S-39
chr13	7565768	7565925	RNA5_8S-39
chr13	7609787	7611656	RNA18S-40
chr13	7612738	7612895	RNA5_8S-40
chr13	7656757	7658626	RNA18S-41
chr13	7659708	7659865	RNA5_8S-41
chr13	7703727	7705596	RNA18S-42
chr13	7706678	7706835	RNA5_8S-42
chr13	7750697	7752566	RNA18S-43
chr13	7753648	7753805	RNA5_8S-43
chr13	7797667	7799536	RNA18S-44
chr13	7800618	7800775	RNA5_8S-44
chr13	7844637	7846506	RNA18S-45
chr13	7847588	7847745	RNA5_8S-45
chr13	7891607	7893476	RNA18S-46
chr13	7894558	7894715	RNA5_8S-46
chr13	7938577	7940446	RNA18S-47
chr13	7941528	7941685	RNA5_8S-47
chr13	7985547	7987416	RNA18S-48
chr13	7988498	7988655	RNA5_8S-48
chr13	8032517	8034386	RNA18S-49
chr13	8035468	8035625	RNA5_8S-49
chr13	8079487	8081356	RNA18S-50
chr13	8082438	8082595	RNA5_8S-50
chr13	8126457	8128326	RNA18S-51
chr13	8129408	8129565	RNA5_8S-51
chr13	8173427	8175296	RNA18S-52
chr13	8176378	8176535	RNA5_8S-52
chr13	8220397	8222266	RNA18S-53
chr13	8223348	8223505	RNA5_8S-53
chr13	8267367	8269236	RNA18S-54
chr13	8270318	8270475	RNA5_8S-54
chr13	8314337	8316206	RNA18S-55
chr13	8317288	8317445	RNA5_8S-55
chr13	8361307	8363176	RNA18S-56
chr13	8364258	8364415	RNA5_8S-56
chr13	8408277	8410146	RNA18S-57
chr13	8411228	8411385	RNA5_8S-57
